"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"1108","2013-07-01 01:04:37","2013-07-01 01:23:05","79","Franklin St & W Broadway","40.71911552","-74.00666661","280","E 10 St & 5 Ave","40.73331967","-73.99510132","18545","Customer",\N,"0"
"1437","2013-07-01 01:04:42","2013-07-01 01:28:39","439","E 4 St & 2 Ave","40.7262807","-73.98978041","439","E 4 St & 2 Ave","40.7262807","-73.98978041","20330","Customer",\N,"0"
"473","2013-07-01 01:05:02","2013-07-01 01:12:55","324","DeKalb Ave & Hudson Ave","40.689888","-73.981013","382","University Pl & E 14 St","40.73492695","-73.99200509","15490","Subscriber","1979","1"
"1049","2013-07-01 01:05:14","2013-07-01 01:22:43","79","Franklin St & W Broadway","40.71911552","-74.00666661","280","E 10 St & 5 Ave","40.73331967","-73.99510132","19096","Customer",\N,"0"
"1071","2013-07-01 01:06:30","2013-07-01 01:24:21","432","E 7 St & Avenue A","40.72621788","-73.98379855","494","W 26 St & 8 Ave","40.74734825","-73.99723551","19423","Customer",\N,"0"
"1266","2013-07-01 01:06:30","2013-07-01 01:27:36","450","W 49 St & 8 Ave","40.76227205","-73.98788205","336","Sullivan St & Washington Sq","40.73047747","-73.99906065","17046","Customer",\N,"0"
"1458","2013-07-01 01:08:03","2013-07-01 01:32:21","426","West St & Chambers St","40.71754834","-74.01322069","116","W 17 St & 8 Ave","40.74177603","-74.00149746","15741","Customer",\N,"0"
"956","2013-07-01 01:08:34","2013-07-01 01:24:30","290","2 Ave & E 58 St","40.76020258","-73.96478473","385","E 55 St & 2 Ave","40.75797322","-73.96603308","19748","Subscriber","1951","1"
"166","2013-07-01 01:08:37","2013-07-01 01:11:23","380","W 4 St & 7 Ave S","40.73401143","-74.00293877","223","W 13 St & 7 Ave","40.73781509","-73.99994661","16928","Subscriber","1962","1"
"783","2013-07-01 01:08:44","2013-07-01 01:21:47","237","E 11 St & 2 Ave","40.73047309","-73.98672378","311","Norfolk St & Broome St","40.7172274","-73.98802084","19170","Subscriber","1989","2"
"757","2013-07-01 01:08:59","2013-07-01 01:21:36","237","E 11 St & 2 Ave","40.73047309","-73.98672378","311","Norfolk St & Broome St","40.7172274","-73.98802084","20054","Subscriber","1988","1"
"836","2013-07-01 01:09:01","2013-07-01 01:22:57","546","E 30 St & Park Ave S","40.74444921","-73.98303529","326","E 11 St & 1 Ave","40.72953837","-73.98426726","18387","Subscriber","1983","1"
"1162","2013-07-01 01:09:15","2013-07-01 01:28:37","453","W 22 St & 8 Ave","40.74475148","-73.99915362","524","W 43 St & 6 Ave","40.75527307","-73.98316936","17566","Subscriber","1984","1"
"677","2013-07-01 01:09:23","2013-07-01 01:20:40","479","9 Ave & W 45 St","40.76019252","-73.9912551","521","8 Ave & W 31 St","40.75044999","-73.99481051","19365","Subscriber","1990","2"
"49566","2013-07-01 01:09:33","2013-07-01 14:55:39","401","Allen St & Rivington St","40.72019576","-73.98997825","455","1 Ave & E 44 St","40.75001986","-73.96905301","17775","Subscriber","1966","1"
"316","2013-07-01 01:09:38","2013-07-01 01:14:54","540","Lexington Ave & E 26 St","40.74147286","-73.98320928","357","E 11 St & Broadway","40.73261787","-73.99158043","20578","Subscriber","1983","1"
"174","2013-07-01 01:09:39","2013-07-01 01:12:33","366","Clinton Ave & Myrtle Ave","40.693261","-73.968896","258","DeKalb Ave & Vanderbilt Ave","40.68940747","-73.96885458","18217","Subscriber","1954","2"
"805","2013-07-01 01:10:20","2013-07-01 01:23:45","540","Lexington Ave & E 26 St","40.74147286","-73.98320928","410","Suffolk St & Stanton St","40.72066442","-73.98517977","18524","Customer",\N,"0"
"880","2013-07-01 01:10:35","2013-07-01 01:25:15","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","293","Lafayette St & E 8 St","40.73028666","-73.9907647","19981","Customer",\N,"0"
"313","2013-07-01 01:11:03","2013-07-01 01:16:16","479","9 Ave & W 45 St","40.76019252","-73.9912551","493","W 45 St & 6 Ave","40.7568001","-73.98291153","19620","Subscriber","1980","1"
"857","2013-07-01 01:11:13","2013-07-01 01:25:30","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","293","Lafayette St & E 8 St","40.73028666","-73.9907647","18485","Customer",\N,"0"
"640","2013-07-01 01:11:48","2013-07-01 01:22:28","480","W 53 St & 10 Ave","40.76669671","-73.99061728","309","Murray St & West St","40.7149787","-74.013012","19581","Subscriber","1991","1"
"1096","2013-07-01 01:12:52","2013-07-01 01:31:08","389","Broadway & Berry St","40.71044554","-73.96525063","83","Atlantic Ave & Fort Greene Pl","40.68382604","-73.97632328","17041","Subscriber","1974","1"
"947","2013-07-01 01:12:53","2013-07-01 01:28:40","309","Murray St & West St","40.7149787","-74.013012","416","Cumberland St & Lafayette Ave","40.68753406","-73.97265183","18003","Subscriber","1985","1"
"795","2013-07-01 01:13:27","2013-07-01 01:26:42","382","University Pl & E 14 St","40.73492695","-73.99200509","307","Canal St & Rutgers St","40.71427487","-73.98990025","19199","Subscriber","1973","2"
"628","2013-07-01 01:14:13","2013-07-01 01:24:41","497","E 17 St & Broadway","40.73704984","-73.99009296","499","Broadway & W 60 St","40.76915505","-73.98191841","16810","Subscriber","1962","1"
"945","2013-07-01 01:14:44","2013-07-01 01:30:29","426","West St & Chambers St","40.71754834","-74.01322069","427","State St","40.70251526","-74.01427023","19150","Customer",\N,"0"
"1496","2013-07-01 01:14:57","2013-07-01 01:39:53","223","W 13 St & 7 Ave","40.73781509","-73.99994661","410","Suffolk St & Stanton St","40.72066442","-73.98517977","16928","Subscriber","1983","1"
"729","2013-07-01 01:15:03","2013-07-01 01:27:12","72","W 52 St & 11 Ave","40.76727216","-73.99392888","410","Suffolk St & Stanton St","40.72066442","-73.98517977","17764","Subscriber","1980","1"
"937","2013-07-01 01:15:06","2013-07-01 01:30:43","426","West St & Chambers St","40.71754834","-74.01322069","427","State St","40.70251526","-74.01427023","17331","Customer",\N,"0"
"591","2013-07-01 01:15:19","2013-07-01 01:25:10","467","Dean St & 4 Ave","40.68312489","-73.97895137","406","Hicks St & Montague St","40.69512845","-73.99595065","15408","Subscriber","1981","1"
"623","2013-07-01 01:15:24","2013-07-01 01:25:47","482","W 15 St & 7 Ave","40.73935542","-73.99931783","368","Carmine St & 6 Ave","40.73038599","-74.00214988","19357","Customer",\N,"0"
"855","2013-07-01 01:15:35","2013-07-01 01:29:50","307","Canal St & Rutgers St","40.71427487","-73.98990025","450","W 49 St & 8 Ave","40.76227205","-73.98788205","19986","Customer",\N,"0"
"1086","2013-07-01 01:15:36","2013-07-01 01:33:42","160","E 37 St & Lexington Ave","40.748238","-73.978311","528","2 Ave & E 31 St","40.74290902","-73.97706058","17920","Subscriber","1964","1"
"1772","2013-07-01 01:15:39","2013-07-01 01:45:11","324","DeKalb Ave & Hudson Ave","40.689888","-73.981013","290","2 Ave & E 58 St","40.76020258","-73.96478473","18455","Subscriber","1986","1"
"2386","2013-07-01 01:16:23","2013-07-01 01:56:09","247","Perry St & Bleecker St","40.73535398","-74.00483091","116","W 17 St & 8 Ave","40.74177603","-74.00149746","15959","Subscriber","1970","1"
"709","2013-07-01 01:16:26","2013-07-01 01:28:15","508","W 46 St & 11 Ave","40.76341379","-73.99667444","462","W 22 St & 10 Ave","40.74691959","-74.00451887","19245","Subscriber","1975","1"
"807","2013-07-01 01:16:32","2013-07-01 01:29:59","233","Joralemon St & Adams St","40.69246277","-73.98963911","372","Franklin Ave & Myrtle Ave","40.694528","-73.958089","18386","Subscriber","1985","1"
"1227","2013-07-01 01:17:04","2013-07-01 01:37:31","518","E 39 St & 2 Ave","40.74780373","-73.9734419","450","W 49 St & 8 Ave","40.76227205","-73.98788205","20115","Subscriber","1986","1"
"925","2013-07-01 01:17:29","2013-07-01 01:32:54","377","6 Ave & Canal St","40.72243797","-74.00566443","519","Pershing Square N","40.75188406","-73.97770164","20307","Subscriber","1989","1"
"1455","2013-07-01 01:17:38","2013-07-01 01:41:53","519","Pershing Square N","40.75188406","-73.97770164","332","Cherry St","40.71219906","-73.97948148","16676","Subscriber","1991","1"
"413","2013-07-01 01:19:31","2013-07-01 01:26:24","465","Broadway & W 41 St","40.75513557","-73.98658032","173","Broadway & W 49 St","40.76064679","-73.98442659","17888","Customer",\N,"0"
"1443","2013-07-01 01:21:08","2013-07-01 01:45:11","368","Carmine St & 6 Ave","40.73038599","-74.00214988","373","Willoughby Ave & Walworth St","40.69331716","-73.95381995","19446","Customer",\N,"0"
"659","2013-07-01 01:21:46","2013-07-01 01:32:45","477","W 41 St & 8 Ave","40.75640548","-73.9900262","498","Broadway & W 32 St","40.74854862","-73.98808416","15839","Subscriber","1965","1"
"1435","2013-07-01 01:21:52","2013-07-01 01:45:47","317","E 6 St & Avenue B","40.72453734","-73.98185424","349","Rivington St & Ridge St","40.71850211","-73.98329859","19603","Subscriber","1976","1"
"244","2013-07-01 01:23:19","2013-07-01 01:27:23","405","Washington St & Gansevoort St","40.739323","-74.008119","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","20621","Subscriber","1987","1"
"492","2013-07-01 01:24:00","2013-07-01 01:32:12","508","W 46 St & 11 Ave","40.76341379","-73.99667444","388","W 26 St & 10 Ave","40.749717753","-74.002950346","17593","Subscriber","1962","1"
"1082","2013-07-01 01:24:19","2013-07-01 01:42:21","489","10 Ave & W 28 St","40.75066386","-74.00176802","438","St Marks Pl & 1 Ave","40.72779126","-73.98564945","15032","Subscriber","1977","1"
"516","2013-07-01 01:26:09","2013-07-01 01:34:45","457","Broadway & W 58 St","40.76695317","-73.98169333","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","15876","Subscriber","1964","1"
"862","2013-07-01 01:26:18","2013-07-01 01:40:40","410","Suffolk St & Stanton St","40.72066442","-73.98517977","349","Rivington St & Ridge St","40.71850211","-73.98329859","15969","Subscriber","1969","1"
"246","2013-07-01 01:26:35","2013-07-01 01:30:41","317","E 6 St & Avenue B","40.72453734","-73.98185424","410","Suffolk St & Stanton St","40.72066442","-73.98517977","15768","Customer",\N,"0"
"214","2013-07-01 01:26:58","2013-07-01 01:30:32","317","E 6 St & Avenue B","40.72453734","-73.98185424","410","Suffolk St & Stanton St","40.72066442","-73.98517977","16109","Subscriber","1982","1"
"186","2013-07-01 01:27:51","2013-07-01 01:30:57","434","9 Ave & W 18 St","40.74317449","-74.00366443","462","W 22 St & 10 Ave","40.74691959","-74.00451887","15324","Subscriber","1963","1"
"266","2013-07-01 01:31:08","2013-07-01 01:35:34","317","E 6 St & Avenue B","40.72453734","-73.98185424","326","E 11 St & 1 Ave","40.72953837","-73.98426726","18531","Subscriber","1990","1"
"1240","2013-07-01 01:31:19","2013-07-01 01:51:59","265","Stanton St & Chrystie St","40.72229346","-73.99147535","472","E 32 St & Park Ave","40.7457121","-73.98194829","16918","Subscriber","1976","2"
"926","2013-07-01 01:32:13","2013-07-01 01:47:39","534","Water - Whitehall Plaza","40.70255065","-74.0127234","387","Centre St & Chambers St","40.71273266","-74.0046073","19849","Customer",\N,"0"
"229","2013-07-01 01:32:27","2013-07-01 01:36:16","457","Broadway & W 58 St","40.76695317","-73.98169333","513","W 56 St & 10 Ave","40.768254","-73.988639","16970","Subscriber","1982","1"
"1822","2013-07-01 01:32:54","2013-07-01 02:03:16","439","E 4 St & 2 Ave","40.7262807","-73.98978041","439","E 4 St & 2 Ave","40.7262807","-73.98978041","20601","Customer",\N,"0"
"559","2013-07-01 01:33:20","2013-07-01 01:42:39","428","E 3 St & 1 Ave","40.72467721","-73.98783413","2003","1 Ave & E 18 St","40.73416059","-73.98024289","17943","Customer",\N,"0"
"200","2013-07-01 01:34:19","2013-07-01 01:37:39","444","Broadway & W 24 St","40.7423543","-73.98915076","334","W 20 St & 7 Ave","40.74238787","-73.99726235","18848","Subscriber","1991","1"
"602","2013-07-01 01:35:23","2013-07-01 01:45:25","164","E 47 St & 2 Ave","40.75323098","-73.97032517","325","E 19 St & 3 Ave","40.73624527","-73.98473765","15204","Subscriber","1989","1"
"688","2013-07-01 01:35:31","2013-07-01 01:46:59","427","State St","40.70251526","-74.01427023","351","Front St & Maiden Ln","40.70530954","-74.00612572","17662","Customer",\N,"0"
"634","2013-07-01 01:36:19","2013-07-01 01:46:53","427","State St","40.70251526","-74.01427023","351","Front St & Maiden Ln","40.70530954","-74.00612572","19150","Customer",\N,"0"
"250","2013-07-01 01:36:20","2013-07-01 01:40:30","387","Centre St & Chambers St","40.71273266","-74.0046073","316","Fulton St & William St","40.70955958","-74.00653609","19220","Subscriber","1979","1"
"1096","2013-07-01 01:36:57","2013-07-01 01:55:13","482","W 15 St & 7 Ave","40.73935542","-73.99931783","312","Allen St & E Houston St","40.722055","-73.989111","14798","Subscriber","1974","1"
"602","2013-07-01 01:38:19","2013-07-01 01:48:21","316","Fulton St & William St","40.70955958","-74.00653609","291","Madison St & Montgomery St","40.713126","-73.984844","15027","Subscriber","1959","1"
"1652","2013-07-01 01:38:22","2013-07-01 02:05:54","379","W 31 St & 7 Ave","40.749156","-73.9916","368","Carmine St & 6 Ave","40.73038599","-74.00214988","19515","Subscriber","1980","1"
"368","2013-07-01 01:38:58","2013-07-01 01:45:06","435","W 21 St & 6 Ave","40.74173969","-73.99415556","497","E 17 St & Broadway","40.73704984","-73.99009296","16244","Subscriber","1965","1"
"724","2013-07-01 01:38:59","2013-07-01 01:51:03","450","W 49 St & 8 Ave","40.76227205","-73.98788205","504","1 Ave & E 15 St","40.73221853","-73.98165557","19986","Subscriber","1959","1"
"942","2013-07-01 01:39:01","2013-07-01 01:54:43","368","Carmine St & 6 Ave","40.73038599","-74.00214988","504","1 Ave & E 15 St","40.73221853","-73.98165557","19357","Subscriber","1957","1"
"1147","2013-07-01 01:40:24","2013-07-01 01:59:31","290","2 Ave & E 58 St","40.76020258","-73.96478473","385","E 55 St & 2 Ave","40.75797322","-73.96603308","17310","Subscriber","1951","1"
"61","2013-07-01 01:40:43","2013-07-01 01:41:44","458","11 Ave & W 27 St","40.751396","-74.005226","151","Cleveland Pl & Spring St","40.7218158","-73.99720307","16577","Subscriber","1986","1"
"654","2013-07-01 01:40:50","2013-07-01 01:51:44","257","Lispenard St & Broadway","40.71939226","-74.00247214","438","St Marks Pl & 1 Ave","40.72779126","-73.98564945","18808","Subscriber","1989","1"
"818","2013-07-01 01:41:05","2013-07-01 01:54:43","426","West St & Chambers St","40.71754834","-74.01322069","426","West St & Chambers St","40.71754834","-74.01322069","19450","Customer",\N,"0"
"727","2013-07-01 01:44:04","2013-07-01 01:56:11","388","W 26 St & 10 Ave","40.749717753","-74.002950346","419","Carlton Ave & Park Ave","40.69580705","-73.97355569","19995","Subscriber","1985","1"
"576","2013-07-01 01:45:22","2013-07-01 01:54:58","152","Warren St & Church St","40.71473993","-74.00910627","426","West St & Chambers St","40.71754834","-74.01322069","17459","Customer",\N,"0"
"1310","2013-07-01 01:46:19","2013-07-01 02:08:09","403","E 2 St & 2 Ave","40.72502876","-73.99069656","449","W 52 St & 9 Ave","40.76461837","-73.98789473","17222","Subscriber","1982","1"
"155","2013-07-01 01:46:38","2013-07-01 01:49:13","316","Fulton St & William St","40.70955958","-74.00653609","264","Maiden Ln & Pearl St","40.70706456","-74.00731853","19220","Subscriber","1979","1"
"594","2013-07-01 01:47:59","2013-07-01 01:57:53","540","Lexington Ave & E 26 St","40.74147286","-73.98320928","445","E 10 St & Avenue A","40.72740794","-73.98142006","15215","Subscriber","1986","2"
"1468","2013-07-01 01:48:17","2013-07-01 02:12:45","387","Centre St & Chambers St","40.71273266","-74.0046073","406","Hicks St & Montague St","40.69512845","-73.99595065","19849","Customer",\N,"0"
"1235","2013-07-01 01:48:41","2013-07-01 02:09:16","411","E 6 St & Avenue D","40.72228087","-73.97668709","301","E 2 St & Avenue B","40.72217444","-73.98368779","14952","Customer",\N,"0"
"1568","2013-07-01 01:48:41","2013-07-01 02:14:49","532","S 5 Pl & S 4 St","40.710451","-73.960876","325","E 19 St & 3 Ave","40.73624527","-73.98473765","15791","Subscriber","1968","1"
"1336","2013-07-01 01:49:33","2013-07-01 02:11:49","493","W 45 St & 6 Ave","40.7568001","-73.98291153","410","Suffolk St & Stanton St","40.72066442","-73.98517977","15318","Subscriber","1964","2"
"422","2013-07-01 01:50:41","2013-07-01 01:57:43","334","W 20 St & 7 Ave","40.74238787","-73.99726235","174","E 25 St & 1 Ave","40.7381765","-73.97738662","18848","Subscriber","1991","1"
"148","2013-07-01 01:51:44","2013-07-01 01:54:12","448","W 37 St & 10 Ave","40.75660359","-73.9979009","448","W 37 St & 10 Ave","40.75660359","-73.9979009","20150","Subscriber","1982","1"
"530","2013-07-01 01:53:57","2013-07-01 02:02:47","229","Great Jones St","40.72743423","-73.99379025","285","Broadway & E 14 St","40.73454567","-73.99074142","19793","Subscriber","1951","1"
"1468","2013-07-01 01:54:00","2013-07-01 02:18:28","295","Pike St & E Broadway","40.71406667","-73.99293911","83","Atlantic Ave & Fort Greene Pl","40.68382604","-73.97632328","17234","Subscriber","1983","1"
"1407","2013-07-01 01:54:56","2013-07-01 02:18:23","350","Clinton St & Grand St","40.71559509","-73.9870295","383","Greenwich Ave & Charles St","40.735238","-74.000271","17043","Customer",\N,"0"
"153","2013-07-01 01:54:59","2013-07-01 01:57:32","384","Fulton St & Waverly Ave","40.68317813","-73.9659641","275","Washington Ave & Greene Ave","40.68650065","-73.96563307","14867","Subscriber","1984","1"
"767","2013-07-01 01:56:46","2013-07-01 02:09:33","417","Barclay St & Church St","40.71291224","-74.01020234","2000","Front St & Washington St","40.70255088","-73.98940236","15116","Subscriber","1970","1"
"564","2013-07-01 01:57:00","2013-07-01 02:06:24","466","W 25 St & 6 Ave","40.74395411","-73.99144871","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","15329","Subscriber","1980","1"
"1403","2013-07-01 01:57:47","2013-07-01 02:21:10","426","West St & Chambers St","40.71754834","-74.01322069","351","Front St & Maiden Ln","40.70530954","-74.00612572","19450","Customer",\N,"0"
"4690","2013-07-01 01:58:16","2013-07-01 03:16:26","301","E 2 St & Avenue B","40.72217444","-73.98368779","455","1 Ave & E 44 St","40.75001986","-73.96905301","15823","Customer",\N,"0"
"304","2013-07-01 01:58:17","2013-07-01 02:03:21","504","1 Ave & E 15 St","40.73221853","-73.98165557","527","E 33 St & 1 Ave","40.74315566","-73.97434726","19986","Subscriber","1991","1"
"470","2013-07-01 01:58:27","2013-07-01 02:06:17","301","E 2 St & Avenue B","40.72217444","-73.98368779","428","E 3 St & 1 Ave","40.72467721","-73.98783413","19554","Customer",\N,"0"
"807","2013-07-01 01:58:29","2013-07-01 02:11:56","446","W 24 St & 7 Ave","40.74487634","-73.99529885","515","W 43 St & 10 Ave","40.76009437","-73.99461843","17983","Subscriber","1985","1"
"1081","2013-07-01 01:58:39","2013-07-01 02:16:40","499","Broadway & W 60 St","40.76915505","-73.98191841","465","Broadway & W 41 St","40.75513557","-73.98658032","19874","Customer",\N,"0"
"494","2013-07-01 01:59:02","2013-07-01 02:07:16","368","Carmine St & 6 Ave","40.73038599","-74.00214988","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","17262","Customer",\N,"0"
"450","2013-07-01 01:59:23","2013-07-01 02:06:53","368","Carmine St & 6 Ave","40.73038599","-74.00214988","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","18044","Customer",\N,"0"
"1073","2013-07-01 01:59:33","2013-07-01 02:17:26","301","E 2 St & Avenue B","40.72217444","-73.98368779","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","17007","Subscriber","1971","1"
"278","2013-07-01 02:01:18","2013-07-01 02:05:56","195","Liberty St & Broadway","40.70905623","-74.01043382","415","Pearl St & Hanover Square","40.7047177","-74.00926027","17518","Subscriber","1987","1"
"1200","2013-07-01 02:01:18","2013-07-01 02:21:18","426","West St & Chambers St","40.71754834","-74.01322069","351","Front St & Maiden Ln","40.70530954","-74.00612572","17459","Customer",\N,"0"
"1183","2013-07-01 02:01:20","2013-07-01 02:21:03","426","West St & Chambers St","40.71754834","-74.01322069","351","Front St & Maiden Ln","40.70530954","-74.00612572","16834","Customer",\N,"0"
"652","2013-07-01 02:02:44","2013-07-01 02:13:36","318","E 43 St & Vanderbilt Ave","40.75320159","-73.9779874","461","E 20 St & 2 Ave","40.73587678","-73.98205027","18639","Subscriber","1978","1"
"138","2013-07-01 02:03:09","2013-07-01 02:05:27","352","W 56 St & 6 Ave","40.76340613","-73.97722479","524","W 43 St & 6 Ave","40.75527307","-73.98316936","15475","Subscriber","1984","1"
"405","2013-07-01 02:03:39","2013-07-01 02:10:24","524","W 43 St & 6 Ave","40.75527307","-73.98316936","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","18002","Customer",\N,"0"
"1117","2013-07-01 02:05:45","2013-07-01 02:24:22","531","Forsyth St & Broome St","40.71893904","-73.99266288","531","Forsyth St & Broome St","40.71893904","-73.99266288","18021","Subscriber","1961","1"
"1791","2013-07-01 02:06:09","2013-07-01 02:36:00","406","Hicks St & Montague St","40.69512845","-73.99595065","365","Fulton St & Grand Ave","40.68223166","-73.9614583","17793","Subscriber","1977","1"
"376","2013-07-01 02:07:21","2013-07-01 02:13:37","485","W 37 St & 5 Ave","40.75038009","-73.98338988","449","W 52 St & 9 Ave","40.76461837","-73.98789473","16420","Customer",\N,"0"
"383","2013-07-01 02:09:15","2013-07-01 02:15:38","460","S 4 St & Wythe Ave","40.71285887","-73.96590294","532","S 5 Pl & S 4 St","40.710451","-73.960876","20292","Subscriber","1977","2"
"545","2013-07-01 02:09:41","2013-07-01 02:18:46","460","S 4 St & Wythe Ave","40.71285887","-73.96590294","519","Pershing Square N","40.75188406","-73.97770164","18265","Subscriber","1981","1"
"1201","2013-07-01 02:09:54","2013-07-01 02:29:55","301","E 2 St & Avenue B","40.72217444","-73.98368779","302","Avenue D & E 3 St","40.72082834","-73.97793172","14952","Customer",\N,"0"
"466","2013-07-01 02:10:55","2013-07-01 02:18:41","128","MacDougal St & Prince St","40.72710258","-74.00297088","319","Park Pl & Church St","40.71336124","-74.00937622","15393","Subscriber","1976","1"
"1460","2013-07-01 02:12:09","2013-07-01 02:36:29","264","Maiden Ln & Pearl St","40.70706456","-74.00731853","369","Washington Pl & 6 Ave","40.73224119","-74.00026394","19963","Customer",\N,"0"
"1459","2013-07-01 02:12:11","2013-07-01 02:36:30","264","Maiden Ln & Pearl St","40.70706456","-74.00731853","369","Washington Pl & 6 Ave","40.73224119","-74.00026394","16227","Customer",\N,"0"
"1326","2013-07-01 02:13:35","2013-07-01 02:35:41","422","W 59 St & 10 Ave","40.770513","-73.988038","335","Washington Pl & Broadway","40.72903917","-73.99404649","20503","Subscriber","1983","1"
"655","2013-07-01 02:13:43","2013-07-01 02:24:38","533","Broadway & W 39 St","40.75299641","-73.98721619","457","Broadway & W 58 St","40.76695317","-73.98169333","16477","Subscriber","1960","1"
"744","2013-07-01 02:15:18","2013-07-01 02:27:42","406","Hicks St & Montague St","40.69512845","-73.99595065","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","17512","Customer",\N,"0"
"710","2013-07-01 02:15:29","2013-07-01 02:27:19","406","Hicks St & Montague St","40.69512845","-73.99595065","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","18788","Subscriber","1982","1"
"1068","2013-07-01 02:15:59","2013-07-01 02:33:47","531","Forsyth St & Broome St","40.71893904","-73.99266288","468","Broadway & W 55 St","40.7652654","-73.98192338","16540","Customer",\N,"0"
"1180","2013-07-01 02:17:06","2013-07-01 02:36:46","2002","Wythe Ave & Metropolitan Ave","40.716887","-73.963198","312","Allen St & E Houston St","40.722055","-73.989111","15102","Subscriber","1987","1"
"1240","2013-07-01 02:17:53","2013-07-01 02:38:33","519","Pershing Square N","40.75188406","-73.97770164","301","E 2 St & Avenue B","40.72217444","-73.98368779","20307","Customer",\N,"0"
"1555","2013-07-01 02:18:48","2013-07-01 02:44:43","507","E 25 St & 2 Ave","40.73912601","-73.97973776","152","Warren St & Church St","40.71473993","-74.00910627","16760","Customer",\N,"0"
"386","2013-07-01 02:20:52","2013-07-01 02:27:18","128","MacDougal St & Prince St","40.72710258","-74.00297088","362","Broadway & W 37 St","40.75172632","-73.98753523","17192","Subscriber","1974","1"
"810","2013-07-01 02:21:11","2013-07-01 02:34:41","368","Carmine St & 6 Ave","40.73038599","-74.00214988","303","Mercer St & Spring St","40.72362738","-73.99949601","19515","Subscriber","1980","1"
"914","2013-07-01 02:21:46","2013-07-01 02:37:00","351","Front St & Maiden Ln","40.70530954","-74.00612572","296","Division St & Bowery","40.71413089","-73.9970468","16321","Customer",\N,"0"
"1291","2013-07-01 02:21:52","2013-07-01 02:43:23","511","E 14 St & Avenue B","40.72938685","-73.97772429","311","Norfolk St & Broome St","40.7172274","-73.98802084","19900","Subscriber","1971","1"
"869","2013-07-01 02:22:19","2013-07-01 02:36:48","351","Front St & Maiden Ln","40.70530954","-74.00612572","296","Division St & Bowery","40.71413089","-73.9970468","17459","Customer",\N,"0"
"842","2013-07-01 02:22:40","2013-07-01 02:36:42","351","Front St & Maiden Ln","40.70530954","-74.00612572","296","Division St & Bowery","40.71413089","-73.9970468","16834","Customer",\N,"0"
"836","2013-07-01 02:24:07","2013-07-01 02:38:03","79","Franklin St & W Broadway","40.71911552","-74.00666661","401","Allen St & Rivington St","40.72019576","-73.98997825","17534","Subscriber","1985","2"
"1100","2013-07-01 02:24:45","2013-07-01 02:43:05","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","247","Perry St & Bleecker St","40.73535398","-74.00483091","17262","Customer",\N,"0"
"1013","2013-07-01 02:25:08","2013-07-01 02:42:01","435","W 21 St & 6 Ave","40.74173969","-73.99415556","308","St James Pl & Oliver St","40.71307916","-73.99851193","18445","Subscriber","1972","2"
"2761","2013-07-01 02:26:53","2013-07-01 03:12:54","500","Broadway & W 51 St","40.76228826","-73.98336183","417","Barclay St & Church St","40.71291224","-74.01020234","19764","Customer",\N,"0"
"328","2013-07-01 02:28:35","2013-07-01 02:34:03","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","405","Washington St & Gansevoort St","40.739323","-74.008119","16153","Subscriber","1986","1"
"320","2013-07-01 02:28:41","2013-07-01 02:34:01","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","405","Washington St & Gansevoort St","40.739323","-74.008119","15528","Subscriber","1986","1"
"263","2013-07-01 02:29:38","2013-07-01 02:34:01","440","E 45 St & 3 Ave","40.75255434","-73.97282625","518","E 39 St & 2 Ave","40.74780373","-73.9734419","18350","Subscriber","1986","1"
"3097","2013-07-01 02:30:30","2013-07-01 03:22:07","457","Broadway & W 58 St","40.76695317","-73.98169333","446","W 24 St & 7 Ave","40.74487634","-73.99529885","15784","Customer",\N,"0"
"2048","2013-07-01 02:32:17","2013-07-01 03:06:25","335","Washington Pl & Broadway","40.72903917","-73.99404649","304","Broadway & Battery Pl","40.70463334","-74.01361706","17679","Customer",\N,"0"
"527","2013-07-01 02:36:42","2013-07-01 02:45:29","468","Broadway & W 55 St","40.7652654","-73.98192338","437","Macon St & Nostrand Ave","40.6809833854","-73.9500479759","16540","Customer",\N,"0"
"1373","2013-07-01 02:37:40","2013-07-01 03:00:33","432","E 7 St & Avenue A","40.72621788","-73.98379855","391","Clark St & Henry St","40.69760127","-73.99344559","15814","Subscriber","1989","2"
"606","2013-07-01 02:39:16","2013-07-01 02:49:22","242","Flushing Ave & Carlton Ave","40.69788349","-73.97350332","466","W 25 St & 6 Ave","40.74395411","-73.99144871","16194","Subscriber","1969","1"
